ID,NAME,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7_1,Q7_2,Q8,Q9_1,Q9_2,Q9_3,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q1_1_FA,Q1_2_FA,Q1_3_FA,Q6_15_FA
120,加納有輝彦,1,0,21,11,1,0,1,55,0,3,1,15,25,0,5,5,25,5,0,75,50,50,1,1,3,1,2,2,2,5,1,5,5,1,3,5,2,3,1,4,4,4,3,5,2,2,2,5,4,3,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,3,2,4,4,2,6,1,7,3,5,2,6,4,7,選挙権のない独裁国家の若者のことを思って感謝して投票して下さい。,,,,大統領制を導入し大統領を元首とする。天皇は文化的象徴とする。
121,岩井茂樹,1,0,22,1,3,1,1,48,1,13,14,3,100,50,80,50,50,50,50,50,50,50,1,2,2,2,3,1,2,2,2,2,2,2,3,2,3,1,2,3,3,2,1,2,1,2,2,3,4,3,3,1,3,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,2,2,2,2,3,2,2,3,6,1,2,7,4,5,6,3,9,民主主義では選挙における、選挙権（投票）行為が最高のものである,,,,
122,平山佐知子,1,0,22,2,1,0,2,45,1,7,5,13,40,90,25,0,25,70,0,50,50,25,3,5,2,5,4,3,2,3,3,2,1,5,4,3,3,3,3,1,3,1,1,2,3,3,5,3,4,4,2,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,4,4,2,3,1,5,3,4,2,5,6,1,7,5,笑顔あふれる未来をつくる為、もっと政治に参加しませんか。,,,,
123,鈴木千佳,1,0,22,4,1,0,2,45,0,12,6,5,0,100,0,100,0,100,100,0,0,0,5,5,5,5,5,1,5,5,5,1,1,5,5,1,3,5,5,1,1,5,99,5,5,5,5,1,5,4,5,2,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,4,3,2,5,6,1,7,0,戦争法廃止、憲法守り、ブラックなくし、どの子も笑顔輝く社会に,,,,
124,江頭俊満,1,0,22,11,1,0,1,53,0,1,12,15,75,25,25,25,50,25,25,50,50,50,1,1,2,1,2,2,2,5,1,5,3,1,3,4,2,1,1,4,3,3,3,4,3,2,3,5,3,3,1,3,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,2,2,4,4,2,6,1,2,7,5,4,6,3,8,政治に無関心であっては、この国とあなたの未来は変えられない。,,,,
125,大嶽創太郎,1,0,22,15,1,0,1,33,0,1,4,15,0,40,0,60,0,60,60,999,999,999,5,5,5,3,99,1,4,5,4,4,3,5,5,1,2,99,5,3,1,2,1,3,3,4,5,1,99,4,3,99,99,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,5,99,5,4,5,99,99,1,99,99,99,99,99,7,99,あまり深く考えなくていいよ、ただし選挙には必ず行きましょう,,,,
126,藤川政人,1,0,23,1,3,1,1,56,1,7,11,3,100,20,90,0,50,0,0,60,50,60,2,2,3,1,3,2,1,3,3,2,2,1,2,4,1,2,1,3,4,3,2,3,1,2,2,5,3,5,2,2,5,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,5,1,1,1,2,3,1,2,7,6,5,1,4,3,2,6,長い未来を持つ世代の夢と希望を応援し、その責任をともに与えよう。,,,,
127,伊藤孝恵,1,0,23,2,1,0,2,41,1,5,7,12,50,100,50,50,50,50,50,50,50,50,3,4,4,4,5,4,4,3,4,1,1,4,5,3,4,2,3,2,2,2,2,3,3,5,5,3,5,4,3,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,5,5,5,2,5,3,6,1,2,3,5,6,4,7,5,若者の意見を政治に反映させる為投票しよう＆選んだ人を要監視！,,,,
128,斎藤嘉隆,1,0,23,2,3,1,1,53,1,5,7,1,20,100,50,50,50,70,70,20,30,30,4,5,4,5,5,2,4,2,4,1,1,3,4,2,2,3,4,1,2,2,1,2,4,4,5,2,5,5,4,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,4,4,2,1,3,5,3,1,2,6,5,4,7,4,あなたの将来が日本の未来につながっている。選ぶのはあなたです,,,,
129,里見隆治,1,0,23,3,1,0,1,48,1,5,6,13,90,30,100,0,40,10,10,10,20,40,3,3,3,5,5,3,3,3,3,3,2,2,3,2,3,3,2,2,1,3,1,3,2,3,3,3,4,3,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,1,2,2,3,1,5,6,4,5,1,7,2,3,5,小さな声を大きな力として社会を変えられることを信じて下さい。,,,,
130,須山初美,1,0,23,4,1,0,2,37,0,12,7,5,0,75,0,100,0,75,75,0,0,0,5,5,2,5,5,2,5,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,4,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,政治は変えられます。未来は若者のもの。共に政治を変えましょう,,,,
131,平山良平,1,0,23,6,1,0,1,68,0,7,15,1,10,80,10,80,10,100,90,10,10,10,5,5,5,5,4,1,1,5,5,1,1,5,5,1,4,5,5,1,1,1,1,5,3,5,3,1,5,2,5,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,2,4,1,3,5,2,3,1,6,5,4,7,2,自分たちの求める社会を作ろう！　一票はそれを実現する一歩,,,,
132,井桁亮,1,0,23,8,1,0,1,46,0,1,12,5,60,20,0,0,40,0,0,100,10,50,1,1,1,1,3,1,1,4,3,1,3,2,4,5,5,1,1,5,5,5,5,3,2,2,1,5,1,1,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,3,6,3,4,6,3,7,2,4,5,1,5,必ずや日本は復活する。それを担うのは若い君達です。,,,,天皇を「日本のこころ」の根源である元首とする
133,中根裕美,1,0,23,11,1,0,2,42,0,1,2,5,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,6,4,7,1,2,5,3,6,政治に関心を持ち夢を抱き積極的に日本の政治に参加して頂きたい,,,,
134,奥田香代,1,0,23,13,1,0,2,51,0,2,6,16,25,25,25,10,100,25,25,25,25,25,2,3,2,2,5,2,3,5,2,4,2,4,5,5,3,3,5,2,2,3,1,1,2,5,3,1,5,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,4,4,3,4,6,1,1,2,3,6,4,7,5,5,貧富の差が激しい。納税者を大切にし若者の可処分所得を減税で。,,,経済成長戦略,全面的に国民的議論をすべき
135,山本佐知子,1,0,24,1,1,0,2,48,0,16,7,5,100,999,100,999,999,999,999,999,999,999,2,2,2,2,3,1,2,1,3,2,3,2,2,4,3,2,1,3,4,2,4,4,2,3,2,5,4,4,3,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,1,2,2,2,3,5,5,6,4,1,7,2,3,8,未来は常に若者のためにある。夢と魅力のある日本を共に築こう。,地方創生,,,いろいろなところで改正すべきことがあり、国民の理解しやすい順番に
136,芝博一,1,0,24,2,3,2,1,66,1,6,12,7,50,100,50,50,50,50,50,50,50,50,3,5,3,3,3,4,3,2,4,2,2,3,3,3,3,2,3,2,3,2,3,3,2,3,4,3,5,4,2,2,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,2,4,3,1,2,6,7,5,4,7,投票に行こう！応援に行こう！動けば自分も社会も変わります。,,,,
137,野原典子,1,0,24,11,1,0,2,59,0,1,2,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,4,2,6,2,3,4,7,5,1,6,7,政府に文句を言えるのは、投票の責任を果たしたものだけです。,,,,
138,小鑓隆史,1,0,25,1,1,0,1,49,1,16,6,5,100,20,100,10,50,20,20,60,50,60,2,3,3,3,4,3,2,2,3,2,2,1,3,3,3,2,2,3,3,5,3,2,2,3,3,3,5,4,3,2,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,2,1,1,2,2,3,1,6,3,1,5,4,6,2,7,5,投票し、自分自身や社会のあり方を考える機会としてください。,地方創生,,,
139,林久美子,1,0,25,2,3,2,2,43,0,5,7,6,999,80,999,999,999,999,999,999,999,999,3,4,2,4,4,3,2,3,3,2,1,5,4,3,3,3,3,1,3,1,1,2,2,3,5,3,4,4,2,3,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,5,4,4,2,3,1,5,1,2,4,5,6,3,7,5,参加することによって民主主義が守られます。ぜひ投票へ！,,,,
140,荒川雅司,1,0,25,11,1,0,1,41,0,1,12,15,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,2,7,6,5,3,4,1,6,政治に関心を持ち、積極的に日本の政治に参加いただきたい。,,,,
141,二之湯智,1,0,26,1,3,2,1,71,1,11,6,1,100,999,999,999,999,999,999,999,999,999,2,3,2,2,4,2,3,2,3,2,3,1,2,5,3,1,1,5,4,4,5,4,2,2,1,4,2,5,4,3,5,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,2,2,2,1,4,3,6,5,7,6,1,3,2,4,7,熟慮し、自分の責任において判断し、必ず投票に参加して貰いたい,,,,
142,福山哲郎,1,0,26,2,3,3,1,54,1,16,5,15,20,80,50,50,20,60,60,50,50,50,3,5,2,5,4,3,3,2,3,2,2,4,4,2,3,3,4,2,2,2,1,3,2,4,4,2,5,4,3,4,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,1,99,1,2,4,6,3,5,7,4,異なる意見を見聞し、事実に基づいて、自らの感性と判断で投票へ,立憲主義・民主主義を守る、2/3阻止,,,
143,大河原寿貴,1,0,26,4,1,0,1,39,0,7,5,12,0,75,0,100,0,75,75,0,0,0,5,5,3,5,5,3,3,5,5,1,1,5,5,1,3,4,5,1,1,2,1,5,4,5,5,1,5,3,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,5,1,2,3,1,6,5,4,7,3,あなたの生活は政治に直結。政治は決して遠い所の話じゃない。,,,,
144,大八木光子,1,0,26,11,1,0,2,32,0,2,1,10,50,50,50,25,25,25,25,75,75,75,1,1,2,1,2,2,2,5,1,4,4,1,5,4,1,3,1,3,3,3,2,2,2,1,3,5,5,4,1,3,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,5,1,4,4,4,4,2,6,3,4,6,7,2,5,1,8,未来を創るのは若者！夢や希望を持ち、諦めないで歩んで欲しい！,,,,マイナンバーの見直し
145,松川るい,1,0,27,1,1,0,2,45,1,5,7,1,100,0,80,0,999,0,999,999,999,999,1,2,3,3,3,1,2,1,2,3,2,1,2,5,2,2,1,3,3,2,4,2,1,2,3,5,4,5,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,1,1,2,4,3,6,1,2,4,3,5,6,7,7,自分の目で見て考えて日本の現在と未来を選択するチャンス到来！,,,,
146,尾立源幸,1,0,27,2,3,2,1,52,0,5,6,10,999,100,999,999,999,999,999,999,999,999,2,4,4,5,5,4,4,4,5,2,3,5,4,2,2,4,4,1,2,1,1,1,2,4,5,2,5,5,2,5,5,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,5,1,1,5,5,5,2,3,2,5,1,2,3,99,99,99,99,4,あなた自身の未来の為にも、ぜひ政治に参加しませんか？,,,,
147,石川博崇,1,0,27,3,3,1,1,42,1,16,5,7,75,0,100,0,0,0,0,25,25,25,2,5,3,4,5,1,1,2,2,1,1,1,3,2,2,3,2,2,2,2,1,2,3,3,4,4,4,4,2,4,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,4,2,1,1,2,2,3,5,2,4,2,3,5,6,1,7,5,若者の声を聴き夢を持って活躍できる環境をつくります。,景気,,,
148,渡部結,1,0,27,4,1,0,2,35,0,12,7,5,0,75,0,100,0,75,75,0,25,25,5,5,2,5,5,1,3,5,5,1,1,5,5,1,3,2,5,1,1,2,1,5,4,5,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,野党・市民の共闘が実現。私たちの一票で政治は変えられます。,,,,
149,浅田均,1,0,27,5,1,0,1,65,1,11,3,5,60,0,50,0,100,0,0,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,国の借金を含め１人約１４万円の１票。選挙へ行きましょう。,,,,一院制
150,高木佳保里,1,0,27,5,1,0,2,43,1,5,12,11,0,0,70,0,100,0,0,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,3,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,次世代にツケを残さない政治の実現には、皆様の投票が必要です。,,,,
151,古川秀雄,1,0,27,8,1,0,1,38,0,16,1,5,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,99,3,6,4,1,4,7,3,6,5,2,5,未来に希望が持てる国づくりのために努力してまいります。,デフレ脱却,,,天皇を元首と明記
152,数森圭吾,1,0,27,11,1,0,1,36,0,2,1,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,1,4,2,4,6,4,5,6,2,1,7,3,6,政治に関心を持ち積極的に日本の政治に参加していただきたい。,,,,
153,佐野明美,1,0,27,13,1,0,2,45,0,99,99,99,999,999,999,999,999,999,999,999,999,999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,5,直接民主主義を目指す日本初の政党。新しい世代に新しい選択を！,,,,
154,末松信介,1,0,28,1,3,2,1,60,1,3,7,4,100,30,75,0,20,0,0,0,0,0,3,4,3,3,4,2,3,2,3,2,3,3,4,4,2,2,2,4,3,3,3,3,99,3,3,3,3,3,2,5,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,3,2,1,2,2,5,3,2,1,3,2,4,5,6,7,6,71年ぶりに制度改正が行われる歴史的選挙。是非権利行使を。,,,,
155,水岡俊一,1,0,28,2,3,2,1,60,0,12,5,7,10,95,10,60,5,80,70,5,5,5,4,5,3,5,5,2,4,3,4,1,1,4,5,2,4,5,3,1,2,1,1,3,4,4,5,4,5,5,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,5,1,2,3,4,5,6,1,7,4,日本の未来を担う若者の意見は重要。日本の未来創造に参画しよう。,,,,
156,伊藤孝江,1,0,28,3,1,0,2,48,1,7,5,13,75,25,100,0,50,50,0,50,50,50,3,3,3,5,3,2,2,3,2,2,2,3,3,1,4,3,2,2,3,2,1,2,2,3,4,3,4,4,3,4,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,2,2,2,3,2,5,4,2,1,5,6,3,7,5,皆様の声を政治に届け、希望の持てる社会を、兵庫を目指します。,,,,
157,金田峰生,1,0,28,4,1,0,1,50,0,12,6,5,0,50,0,100,0,60,50,30,30,30,5,5,2,5,5,2,3,5,5,1,1,5,5,1,2,3,5,1,1,1,1,5,5,5,5,1,5,5,5,1,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,4,1,3,5,1,2,3,4,99,5,99,1,主権者として、安心、安全、公正な社会をつくるため確かな選択を,,,,
158,片山大介,1,0,28,5,1,0,1,49,1,3,5,11,50,50,50,50,100,50,50,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,選挙に行こう。若い声を届けよう。それが、明日の日本を作る！,,,,
159,下家淳の介,1,0,28,8,1,0,1,44,0,16,1,5,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,99,3,6,4,1,4,7,3,6,5,2,5,明日を創る若い世代の期待に応える政治を実現したい。,デフレ脱却,,,天皇を元首と明記
160,湊侑子,1,0,28,11,1,0,2,33,0,16,13,5,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,2,2,5,1,5,3,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,3,1,4,2,4,6,3,7,6,5,2,4,1,6,夢が持てる未来、皆がいきいきと輝く地域を一緒に創りましょう。,消費税減税,,,
161,佐藤啓,1,0,29,1,1,0,1,37,1,5,6,3,100,0,100,0,50,999,999,999,999,999,3,3,2,3,4,2,3,2,2,2,2,2,3,3,2,2,2,3,2,4,3,3,2,3,3,4,3,4,2,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,1,1,1,2,3,1,6,4,3,1,6,7,2,5,5,若者の声を国政に届けましょう！,,,,
162,前川清成,1,0,29,2,3,2,1,53,0,1,2,5,40,80,50,80,5,80,80,5,5,5,3,5,5,5,5,3,5,3,4,1,1,4,4,4,3,4,3,1,3,3,1,4,3,4,4,3,5,5,2,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,1,4,1,2,4,6,5,3,7,5,99,,,,
163,吉野忠男,1,0,29,5,1,0,1,57,0,5,3,10,50,50,50,50,100,50,50,50,50,50,3,5,4,3,5,2,4,4,4,2,2,3,5,4,4,2,3,2,3,2,1,1,4,4,5,2,5,4,1,5,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,4,4,4,3,2,4,3,1,4,3,6,5,2,7,5,自らの主張が投票であると自覚していただくことです。,,,,
164,田中孝子,1,0,29,11,1,0,2,60,0,1,2,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,6,5,7,4,2,3,1,6,政治に関心を持ち積極的に日本の政治に参加していただきたい。,,,,
165,鶴保庸介,1,0,30,1,3,3,1,49,1,16,2,6,999,999,999,999,999,999,999,999,999,999,2,3,2,4,2,3,1,2,3,2,1,1,2,5,3,3,1,1,4,2,4,4,2,2,5,5,4,4,1,2,3,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,2,2,4,6,2,4,1,6,3,5,7,5,99,地方創生,,,
166,西本篤,1,0,30,11,1,0,1,46,0,1,2,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,6,5,7,4,2,3,1,6,政治に関心を持ち積極的に日本の政治に参加していただきたい。,,,,
167,由良登信,1,0,30,14,1,0,1,64,0,1,12,7,10,90,10,90,0,90,70,0,0,0,5,5,5,5,5,2,3,5,5,1,1,5,5,1,2,5,5,1,2,4,2,5,5,5,4,1,5,5,5,2,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,3,2,5,6,4,7,3,選挙に行こう！　投票によって政治が変わる。明日が変わる。,,,,
168,小野田紀美,1,0,33,1,1,0,2,33,1,5,6,4,100,0,50,0,50,0,0,80,0,0,1,2,3,1,3,2,3,1,1,3,2,2,2,5,4,2,3,2,3,5,2,3,2,2,5,3,5,4,2,3,5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,1,1,1,2,1,3,5,2,6,5,7,1,4,3,7,未来の自分達の首をしめないために、今行動してほしいと思います。,,,,
169,黒石健太郎,1,0,33,2,1,0,1,32,0,3,7,12,10,100,20,60,30,60,50,10,10,10,2,5,3,3,3,3,3,3,2,2,2,3,5,3,2,3,3,2,2,2,1,3,3,4,4,3,5,4,2,5,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,2,3,4,2,1,2,4,5,6,3,7,5,将来世代に責任を持てる政治へ変えるため、投票に行きましょう。,,,,
170,田部雄治,1,0,33,11,1,0,1,40,0,1,2,5,50,0,0,1,50,0,0,80,50,50,1,1,1,1,1,2,1,5,1,5,5,1,2,5,2,1,1,4,5,5,3,5,1,1,2,5,3,2,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,4,2,4,6,4,2,1,3,7,5,2,6,4,8,選挙とは人生観の選択です。人生とはそれ自体が一つの学校です。,,,,日本の国家理念、歴史、正統性
171,宮沢洋一,1,0,34,1,3,1,1,66,1,7,3,6,100,20,90,5,50,5,0,70,70,70,2,2,3,3,3,1,2,1,3,3,3,1,2,4,2,2,1,3,3,3,3,3,1,2,3,5,3,5,2,2,5,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,2,1,5,1,1,1,1,3,2,1,1,5,3,4,7,2,6,7,次代を担うのは若者である。夢や希望を持って投票に臨んでほしい,,,,
172,柳田稔,1,0,34,2,3,3,1,61,1,6,2,3,999,90,999,999,999,999,999,999,999,999,2,4,2,5,4,3,4,2,3,2,2,2,2,4,4,4,2,2,3,2,3,4,1,4,4,4,4,4,2,2,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,5,5,4,2,3,1,99,2,1,3,6,4,5,7,5,国の行く末は、主権者たる皆さんが決める！,,,,
173,高見篤己,1,0,34,4,1,0,1,64,0,1,5,6,0,70,0,100,0,70,70,0,0,10,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,5,5,5,1,5,3,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,4,6,5,7,0,若者が動けば政治は変わります。ともに希望ある社会をつくろう。,,,,
174,灰岡香奈,1,0,34,5,1,0,2,33,0,3,5,11,60,40,50,40,100,50,50,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,99,2,4,3,1,2,5,6,3,4,7,5,あなたも立候補しませんか？維新は、若者の声を大切にします。,,,,一院制
175,中丸啓,1,0,34,8,1,0,1,52,0,16,12,1,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,3,3,6,4,1,5,7,3,6,4,2,5,成長する日本を実現し、若い世代の期待にも応えます。,経済デフレ脱却,,,天皇を元首と明記
176,佐伯知子,1,0,34,11,1,0,2,36,0,1,5,2,60,50,50,50,50,50,50,60,50,50,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,4,2,3,1,2,6,7,3,5,4,7,その一票が日本を変える力です。一緒につくろう夢を描ける日本を,,,,
177,玉田憲勲,1,0,34,15,1,0,1,58,0,12,2,6,10,20,10,20,20,20,15,15,15,15,5,5,4,5,2,4,5,3,5,1,3,5,5,3,3,3,5,1,1,5,3,5,5,5,5,1,3,5,3,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,1,1,3,6,1,2,3,4,5,6,7,5,選挙とは、人を選ぶ権利である前に、主権者が政治を選択する権利,,,,
178,江島潔,1,0,35,1,3,1,1,59,1,1,5,3,100,10,100,0,10,0,0,10,10,10,2,3,3,1,3,1,2,2,3,3,2,2,3,4,4,2,2,4,4,4,2,3,2,2,1,4,3,1,2,4,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,2,1,1,1,2,4,6,1,4,7,5,6,2,3,7,99,,,,
179,河井美和子,1,0,35,11,1,0,2,53,0,12,1,2,20,0,0,0,10,0,0,70,50,50,1,1,1,1,1,1,1,5,1,5,4,1,2,5,2,1,1,5,3,5,4,5,1,1,2,5,2,1,1,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5,1,4,2,4,4,2,6,4,7,6,3,1,5,2,5,メディアリテラーを重視して、自分の意志を伝えよう。,,,,小さな政府、安い税金の明記、信教の自由の保障
180,纐纈厚,1,0,35,14,1,0,1,65,0,1,5,6,0,100,0,100,0,100,0,0,0,0,3,4,4,5,3,3,3,4,1,2,1,4,5,2,2,4,5,1,2,2,3,4,4,4,5,2,5,4,4,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,4,3,1,5,1,2,99,99,99,3,99,5,自らの立位置を定め地域社会に貢献できる人となるために努力を,,,,
